Código,Descrição, Porte  ,Número de Auxiliares,Porte Anestésico,Filme m² 
40202305,Hemostasia térmica por endoscopia , 6C ,,,
40202313,Hemostasias de cólon , 9B ,,,
40202330,Injeção de substância medicamentosa por endoscopia , 5C ,,,
40202348,Introdução de prótese no esôfago , 9B ,1,,
40202356,Jejunostomia endoscópica , 8A ,1,,
40202364,Laringoscopia com microscopia para exérese de pólipo/nódulo/papiloma, 5B ,,,
40202372,Laringoscopia com retirada de corpo estranho de laringe/faringe (tubo flexível) , 3B ,,,
40202399,Laringoscopia/traqueoscopia com exérese de pólipo/nódulo/papiloma , 5C ,,,
40202410,Laringoscopia/traqueoscopia com retirada de corpo estranho (tubo rigido), 6A ,,,
40202445,Laringoscopia/traqueoscopia para intubação oro ou nasotraqueal, 4C ,,,
40202453,"Ligadura elástica do esôfago, estômago ou duodeno ", 7C ,,,
40202470,Mucosectomia , 9B ,,,
40202488,Nasofibrolaringoscopia para dignóstico e/ou biópsia , 2B ,,,
40202496,Papilotomia biópsia e/ou citologia biliar e pancreática , 9B ,1,,
40202500,Papilotomia e dilatação biliar ou pancreática, 9B ,1,,
40202518,Papilotomia endoscópica (para retirada de cálculos coledocianos ou drenagem biliar) , 9C ,1,,
40202526,"Papilotomia, dilatação e colocação de prótese ou dreno biliar ou pancreático ", 10B ,1,,
40202534,Passagem de sonda naso-enteral , 5C ,,,
40202542,Polipectomia de cólon (independente do número de pólipos) , 9B ,,,
40202550,"Polipectomia do esôfago, estômago ou duodeno (independente do número de pólipos) ", 7C ,,,
40202569,Retirada de corpo estranho do cólon , 7A ,,,
40202577,"Retirada de corpo estranho do esôfago, estômago ou duodeno", 6A ,,,
40202585,Retirada de corpo estranho no brônquio ou brônquico , 6A ,,,
40202593,Retirada de tumor ou papiloma por broncoscopia, 7B ,,,
40202607,Tamponamento de varizes do esôfago e estômago, 6A ,,,
40202623,Traqueostomia por punção percutânea, 5B ,,,
40202631,Tratamento endoscópico de hemoptise , 8A ,,,
40202640,Uretrotomia endoscópica , 4B ,,,
40202674,Colonoscopia com dilatação segmentar , 7A ,,,
40202682,Retossigmoidoscopia flexível com polipectomia , 4A ,,,
40202704,Colonoscopia com estenostomia , 10B ,1,,
40202712,Colonoscopia com mucosectomia , 9B ,,,
40202739,Retossigmoidoscopia rígida com polipectomia, 3C ,,,
40202763,Laringoscopia/traqueoscopia com laser para exérese de papiloma/tumor, 7C ,1,,
40309150,Punção cisternal subocciptal com manometria para coleta de líquido cefalorraqueano, 2C ,,,
40309169,Punção lombar com manometria para coleta de líquido cefalorraqueano, 2B ,,,
40401014,Transfusão (ato médico ambulatorial ou hospitalar), 1A ,,,
40401022,Transfusão (ato médico de acompanhamento), 5A ,,,
40402037,Sangria terapêutica, 1A ,,,
40403068,Coleta de biópsia de medula óssea por agulha, 2C ,,2,
40403076,Coleta de medula óssea para transplante (com diretriz definida pela ANS - nº 70), 6C ,,3,
40710017,Sessão médica para planejamento técnico de radioisotopoterapia, 2C ,,,
40808220,Punção ou biópsia mamária percutânea por agulha fina orientada por estereotaxia (não inclui o exame de base), 3B ,,,
40808238,Punção ou biópsia mamária percutânea por agulha fina orientada por US (não inclui o exame de base), 3B ,,,
40808246,Punção ou biópsia mamária percutânea por agulha fina orientada por TC (não inclui o exame de base), 3B ,,,
40808254,Biopsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por estereotaxia (não inclui o exame de imagem), 4A ,,,
40808262,Biopsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por US (não inclui o exame de imagem), 4A ,,,
40809153,Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por RX (não inclui o exame de base), 3A ,,,
40809161,Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por US (não inclui o exame de base), 3A ,,,
40809170,Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por TC (não inclui o exame de base), 3A ,,,
40809188,Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por RM (não inclui o exame de base), 3A ,,,
40809196,Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por RM (não inclui o exame de base), 4A ,,,
40809200,Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por RX (não inclui o exame de base), 4A ,,,
40809218,Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por TC (não inclui o exame de base), 4A ,,,
40809226,Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por US (não inclui o exame de base), 4A ,,,
40813029,Ablacao percutanea de tumor hepatico (qualquer metodo) - metodo intervencionista / terapeutico por imagem , 8B ,1,5,
40813037,Ablacao percutanea de tumor osseo (qualquer metodo),8B,1,5,
40813061,Angioplastia de ramo intracraniano, 11A ,2,5,
40813070,Angioplastia de tronco supra-aórtico , 10A ,2,5,
40813088,Angioplastia de aorta para tratamento de coarctação , 9B ,1,5,
40813100,Angioplastia de artéria visceral - por vaso, 10A ,1,5,
40813118,Angioplastia arterial ou venosa de anastomose vascular de fígado transplantado, 11A ,2,5,
40813126,Angioplastia renal para tratamento de hipertensão renovascular ou outra condição, 10A ,2,5,
40813134,Angioplastia arterial ou venosa de anastomose vascular de rim transplantado, 10A ,2,5,
40813142,Angioplastia de ramos hipogastricos para tratamento de impotencia, 9C ,1,5,
40813150,Angioplastia de tronco venoso, 8C ,1,3,
40813169,Angioplastia venosa para tratamento de síndrome de BUDD-CHIARI, 10C ,1,5,
40813177,Angioplastia transluminal percutânea, 8A ,1,5,
40813185,Angioplastia transluminal percutânea para tratamento de obstrução arterial, 9B ,1,3,
40813193,Colocação de stent em ramo intracraniano , 11A ,1,5,
40813207,Colocação de stent em tronco supra-aórtico , 10A ,2,5,
40813215,Colocação de stent aórtico , 10A ,2,5,
40813223,Colocação de stent para tratamento de síndrome de VCI, 9C ,1,5,
40813231,Colocação de cateter venoso central ou portocath, 4A ,1,2,
40813240,Colocação de filtro de VCI para prevenção de TEP, 8B ,1,5,
40813258,Colocação de stent em artéria visceral - por vaso , 10C ,2,5,
40813266,Colocação de stent para tratamento de obstrução arterial ou venosa , 10A ,2,5,
40813274,Colocação de stent revestido (stent-graft) para tratamento de aneurisma periférico, 10A ,2,5,
40813282,Colocacao de stent revestido (stent-graft) para tratamento de fístula arteriovenosa, 10A ,2,5,
40813290,Colocação de stent em estenose vascular de enxerto transplantado, 10C ,1,5,
40813304,Colocação de stent em traquéia ou brônquio, 8A ,,5,
40813312,"Colocação de stent esofagiano, duodenal ou colônico ", 8A ,,5,
40813320,Colocação de stent biliar, 9A ,1,3,
40813339,Colocação de stent renal , 10B ,1,5,
40813347,Colocação percutânea de cateter pielovesical, 8B ,1,5,
40813355,Colocação percutânea de stent vascular, 8C ,1,5,
40813363,Coluna vertebral: infiltração foraminal ou facetária ou articular, 5A ,,5,
40813371,Dilatação percutânea de estenose biliar cicatricial, 8A ,1,5,
40813380,Dilatação percutânea de estenose de conduto urinário , 7A ,1,5,
40813398,Dilatação percutânea de estenose de ducto pancreático, 6C ,1,5,
40813401,Aterectomia percutânea orientada por RX, 8C ,,3,
40813410,Drenagem percutânea de coleção pleural , 4C ,,2,
40813428,Drenagem percutânea de pneumotórax , 5A ,,2,
40813436,Drenagem de abscesso pulmonar ou mediastinal , 5C ,1,3,
40813444,Drenagem mediastinal orientada por RX ou TC, 5A ,,3,
40813452,Drenagem percutânea de coleção infectada abdominal , 5B ,1,3,
40813460,Drenagem percutânea de abscesso hepático ou pancreático , 5C ,1,3,
40813479,Drenagem percutânea de cisto hepático ou pancreático, 5C ,1,3,
40813487,Drenagem percutânea de via biliar , 6A ,1,3,
40813495,Drenagem percutânea de cisto renal , 4B ,,3,
40813509,Drenagem percutânea de abscesso renal , 5C ,1,3,
40813517,Drenagem percutânea de coleção infectada profunda , 6B ,1,3,
40813525,Drenagem percutânea de abscesso retroperitoneal ou pélvico , 5C ,1,3,
40813533,Drenagem percutânea não especificada , 6B ,,3,
40813541,Embolização de aneurisma cerebral por oclusão sacular - por vaso , 11B ,1,6,
40813550,Embolização de aneurisma cerebral por oclusão vascular - por vaso , 10B ,1,6,
40813568,Embolização de malformação arteriovenosa cerebral ou medular - por vaso, 10B ,1,6,
40813576,"Embolização de fístula arteriovenosa em cabeça, pescoço ou coluna - por vaso ", 10A ,1,6,
40813584,Embolização para tratamento de epistaxe, 8C ,1,5,
40813592,Embolização de aneurisma ou pseudoaneurisma visceral , 10A ,2,5,
40813606,Embolização brônquica para tratamento de hemoptise , 8A ,1,5,
40813614,Embolização pulmonar para tratamento de fístula arteriovenosa ou outra situação , 10A ,1,5,
40813622,Embolização de varizes esofagianas ou gástricas , 9A ,1,2,
40813630,Embolização de hemorragia digestiva, 8A ,1,5,
40813649,Embolização de ramo portal , 10B ,1,5,
40813657,Embolização esplênica para tratamento de hiperesplenismo ou outra situação , 8A ,1,5,
40813665,Embolização arterial para tratamento de priapismo, 10A ,1,5,
40813673,Embolização para tratamento de impotência, 8A ,1,5,
40813681,Embolização de ramos hipogástricos para tratamento de sangramento ginecológico , 8C ,1,5,
40813690,Embolização seletiva de fístula ou aneurisma renal para tratamento de hematúria, 10A ,1,5,
40813703,Embolização de artéria renal para nefrectomia , 8A ,1,5,
40813711,Embolização de fístula arteriovenosa não especificada acima - por vaso, 9A ,1,3,
40813720,Embolização de malformação vascular - por vaso, 8A ,1,5,
40813738,Embolização de pseudoaneurisma - por vaso, 10A ,1,3,
40813746,Embolização de artéria uterina para tratamento de mioma ou outras situações (com diretriz definida pela ANS - nº 23) , 8C ,1,5,
40813754,Embolização de veia espermática para tratamento de varicocele , 8A ,1,3,
40813789,Embolização de tumor de cabeça e pescoço , 8C ,1,5,
40813797,Embolização de tumor do aparelho digestivo , 10A ,1,5,
40813800,Embolização de tumor ósseo ou de partes moles , 8C ,1,5,
40813819,Embolização de tumor não especificado, 8A ,1,5,
40813827,Traqueotomia percutânea orientada por RX ou TC, 4C ,,2,
40813835,Gastrostomia percutânea orientada por RX ou TC, 6C ,1,2,
40813843,"Colecistostomia percutânea orientada por RX, US ou TC", 6C ,1,3,
40813851,Esclerose percutânea de cisto pancreático , 6C ,1,3,
40813860,Celostomia percutânea orientada por RX ou TC, 7A ,1,3,
40813878,"Nefrostomia percutânea orientada por RX, US, TC ou RM", 6C ,1,5,
40813886,"Pielografia percutânea orientada por RX, US, TC ou RM", 4A ,,3,
40813894,"Exérese percutânea de tumor benigno orientada por RX, US, TC ou RM", 8C ,1,3,
40813908,Quimioterapia por cateter de tumor de cabeça e pescoço, 7A ,1,5,
40813916,Quimioembolização para tratamento de tumor hepático, 8A ,1,5,
40813924,Quimioterapia por cateter intra-arterial , 7C ,1,5,
40813932,TIPS - anastomose porto-cava percutânea para tratamento de hipertensão portal , 10A ,2,7,
40813940,Implante de endoprótese em aneurisma de aorta abdominal ou torácica com stent revestido (stent-graft), 10A ,2,5,
40813959,Implante de endoprótese em dissecção de aorta abdominal ou torácica com stent revestido (stent-graft), 10A ,2,5,
40813975,Tratamento do vasoespasmo pós-trauma , 9A ,1,5,
40813983,Trombectomia mecânica para tratamento de TEP , 10C ,1,5,
40813991,Trombectomia mecânica venosa, 10C ,1,3,
40814017,Trombectomia medicamentosa para tratamento de TEP, 10B ,1,5,
40814025,Trombólise medicamentosa arterial ou venosa - por vaso , 9C ,1,3,
40814033,Trombólise medicamentosa arterial ou venosa para tratamento de isquemia mesentérica , 9C ,1,5,
40814041,Trombólise medicamentosa em troncos supra-aórticos e intracranianos, 10A ,1,5,
40814050,Repermeabilização tubária para tratamento de infertilidade , 10A ,1,4,
40814068,"Retirada percutânea de cálculos biliares orientada por RX, US ou TC", 7C ,1,5,
40814076,"Retirada percutânea de cálculos renais orientada por RX, US ou TC", 7C ,1,5,
40814084,Retirada percutânea de corpo estranho intravascular , 9A ,1,5,
40814092,Osteoplastia ou discectomia percutânea (vertebroplastia e outras), 8C ,1,5,
40814106,Discografia, 4A ,,3,
40814114,Litotripsia mecânica de cálculos renais orientada por RX ou US, 8B ,,4,
40814130,Sinusografia (abscessografia), 3C ,,3,
40814149,Paracentese orientada por RX ou US, 3C ,,0,
40814157,"Manipulação de drenos pós-drenagem (orientada por RX, TC, US ou RM)", 3B ,,0,
40814165,"Esclerose percutânea de nódulos benignos dirigida por RX, US, TC ou RM", 6C ,1,3,
40814211,Radioembolização hepática (com diretriz de  utilização nº 155)   , 10A ,1,5,
40814220,Trombectomia no acidente vascular cerebral AVC isquêmico agudo ," R$ 4.000,00 ",2,7,
40902110,Drenagem percutânea orientada por US (acrescentar o exame de base), 5A ,,,
41002032,Drenagem percutânea orientada por TC (acrescentar o exame de base), 5A ,,,
41301137,Dermatoscopia (por lesão), 1A ,,,
41301234,Fotodermatoscopia (por lesão), 1A ,,,
